"STATION","NAME","DATE","PRCP","PRCP_ATTRIBUTES"
"USC00106152","MOSCOW U OF I, ID US","1957-08","0.37",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1957-09","0.19",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1957-10","2.66",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1957-11","1.92",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1957-12","2.93",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1958-01","2.71",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1958-02","2.87",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1958-03","1.27",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1958-04","4.60",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1958-05","0.47",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1958-06","1.91",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1958-07","0.82",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1958-08","0.07",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1958-09","0.50",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1958-10","1.61",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1958-11","4.83",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1958-12","4.12",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1959-01","4.77",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1959-02","2.19",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1959-03","0.99",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1959-04","1.22",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1959-05","2.20",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1959-06","1.95",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1959-07","0.20",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1959-08","1.37",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1959-09","2.95",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1959-10","1.85",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1959-11","2.15",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1959-12","0.77",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1960-01","1.22",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1960-02","2.20",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1960-03","2.20",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1960-04","1.89",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1960-05","1.83",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1960-06","0.90",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1960-07","0.00",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1960-08","1.71",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1960-09","0.76",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1960-10","2.37",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1960-11","3.91",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1960-12","2.45",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1961-01","1.85",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1961-02","5.38",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1961-03","2.22",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1961-04","1.90",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1961-05","2.34",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1961-06","0.82",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1961-07","0.22",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1961-08","0.71",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1961-09","0.41",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1961-10","1.73",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1961-11","3.37",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1961-12","2.98",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1962-01","1.01",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1962-02","1.21",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1962-03","3.02",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1962-04","2.39",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1962-05","2.07",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1962-06","0.42",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1962-07","0.19",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1962-08","0.67",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1962-09","1.91",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1962-10","2.68",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1962-11","2.52",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1962-12","3.35",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1963-01","0.54",",a,,0"
"USC00106152","MOSCOW U OF I, ID US","1963-02","2.35",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1963-03","2.33",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1963-04","2.61",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1963-05","0.90",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1963-06","1.73",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1963-07","0.38",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1963-08","0.74",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1963-09","1.73",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1963-10","1.35",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1963-11","3.66",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1963-12","1.97",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1964-01","7.25",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1964-02","1.14",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1964-03","1.37",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1964-04","1.27",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1964-05","1.27",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1964-06","2.73",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1964-07","1.54",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1964-08","1.20",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1964-09","0.99",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1964-10","0.89",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1964-11","6.81",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1964-12","5.09",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1965-01","3.48",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1965-02","1.10",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1965-03","0.80",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1965-04","2.81",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1965-05","1.08",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1965-06","2.24",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1965-07","0.47",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1965-08","1.44",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1965-09","0.36",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1965-10","0.35",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1965-11","1.64",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1965-12","0.89",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1966-01","3.34",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1966-02","1.32",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1966-03","2.33",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1966-04","0.46",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1966-05","0.72",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1966-06","1.00",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1966-07","0.69",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1966-08","0.41",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1966-09","0.06",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1966-10","1.31",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1966-11","3.58",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1966-12","3.75",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1967-01","3.46",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1967-02","0.35",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1967-03","1.57",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1967-04","2.76",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1967-05","1.94",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1967-06","2.06",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1967-07","0.04",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1967-08","0.00",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1967-09","0.53",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1967-10","3.27",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1967-11","0.76","2,,,0"
"USC00106152","MOSCOW U OF I, ID US","1967-12","3.49",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1968-01","0.96",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1968-02","4.33",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1968-03","1.81",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1968-04","0.83","1,,,0"
"USC00106152","MOSCOW U OF I, ID US","1968-05","1.57",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1968-06","1.45",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1968-07","0.65",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1968-08","1.76",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1968-09","2.89",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1968-10","3.30",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1968-11","4.05",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1968-12","3.58",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1969-01","4.83",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1969-02","0.68",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1969-03","0.83",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1969-04","3.89",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1969-05","1.56",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1969-06","1.05",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1969-07","0.06",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1969-08","0.00",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1969-09","1.41",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1969-10","1.29","1,,,0"
"USC00106152","MOSCOW U OF I, ID US","1969-11","0.72",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1969-12","3.69",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1970-01","7.67",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1970-02","2.72",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1970-03","2.55",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1970-04","1.53",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1970-05","1.51",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1970-06","2.58",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1970-07","1.89",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1970-08","0.16",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1970-09","1.83",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1970-10","2.51",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1970-11","3.52",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1970-12","2.32",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1971-01","2.89",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1971-02","1.98",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1971-03","2.95",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1971-04","2.06",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1971-05","2.46",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1971-06","4.81",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1971-07","0.96",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1971-08","1.60",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1971-09","1.87",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1971-10","2.22",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1971-11","3.41",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1971-12","3.09",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1972-01","4.30",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1972-02","3.87",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1972-03","4.40",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1972-04","2.02",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1972-05","3.20",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1972-06","0.99",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1972-07","0.59",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1972-08","0.91",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1972-09","1.21",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1972-10","1.62",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1972-11","1.87",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1972-12","5.86",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1973-01","2.57",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1973-02","0.94",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1973-03","2.06",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1973-04","0.50",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1973-05","2.60",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1973-06","0.84",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1973-07","0.02",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1973-08","0.13",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1973-09","2.03",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1973-10","1.60",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1973-11","7.32",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1973-12","6.91",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1974-01","6.70",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1974-02","2.93",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1974-03","3.16",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1974-04","2.19",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1974-05","1.66",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1974-06","2.30",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1974-07","1.18",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1974-08","0.06",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1974-09","0.25",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1974-10","0.06",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1974-11","2.49",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1974-12","2.98",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1975-01","4.96",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1975-02","2.93",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1975-03","2.34",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1975-04","2.97",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1975-05","1.87",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1975-06","1.76",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1975-07","2.66",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1975-08","2.82",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1975-09","0.00",",T,,0"
"USC00106152","MOSCOW U OF I, ID US","1975-10","3.84",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1975-11","3.26",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1975-12","3.70",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1976-01","1.87",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1976-02","2.74",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1976-03","2.47",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1976-04","2.87",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1976-05","2.91",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1976-06","1.54",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1976-07","0.84",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1976-08","2.64",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1976-09","0.06",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1976-10","2.31",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1976-11","0.93",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1976-12","1.22",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1977-01","0.77",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1977-02","0.76",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1977-03","1.68",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1977-04","0.48",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1977-05","2.87",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1977-06","0.59",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1977-07","0.67",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1977-08","2.87",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1977-09","2.51",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1977-10","1.09",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1977-11","3.91",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1977-12","4.71",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1978-01","3.04",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1978-02","2.30",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1978-03","1.63",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1978-04","4.74",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1978-05","2.24",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1978-06","0.93",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1978-07","1.05",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1978-08","2.29",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1978-09","1.56",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1978-10","0.09",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1978-11","1.92",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1978-12","2.52",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1979-01","1.08",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1979-02","4.12",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1979-03","2.06",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1979-04","3.31",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1979-05","2.82",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1979-06","1.01",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1979-07","0.49",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1979-08","0.99",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1979-09","0.41",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1979-10","3.20",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1979-11","2.86",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1979-12","3.04",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1980-01","3.65",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1980-02","1.72",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1980-03","2.38","1,,,0"
"USC00106152","MOSCOW U OF I, ID US","1980-04","1.51",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1980-05","4.81",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1980-06","1.99",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1980-07","1.12",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1980-08","1.00",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1980-09","1.08",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1980-10","0.75",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1980-11","3.90",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1980-12","3.89",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1981-01","1.84",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1981-02","3.34",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1981-03","2.81",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1981-04","3.01",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1981-05","2.10",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1981-06","3.43",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1981-07","1.00",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1981-08","0.01",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1981-09","1.02",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1981-10","2.81",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1981-11","2.80",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1981-12","4.63",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1982-01","3.76",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1982-02","3.20","1,,,0"
"USC00106152","MOSCOW U OF I, ID US","1982-03","2.70",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1982-04","2.39",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1982-05","1.53",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1982-06","0.68",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1982-07","1.98",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1982-08","1.20",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1982-09","2.38",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1982-10","2.90",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1982-11","2.30",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1982-12","2.72",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1983-01","2.81",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1983-02","3.63",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1983-03","4.07",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1983-04","1.84",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1983-05","2.23",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1983-06","2.96",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1983-07","1.91",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1983-08","0.77",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1983-09","1.20",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1983-10","1.74",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1983-11","5.95",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1983-12","2.83",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1984-01","2.17",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1984-02","1.39",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1984-03","2.65",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1984-04","2.06",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1984-05","2.49",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1984-06","3.50",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1984-07","0.66",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1984-08","0.94",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1984-09","1.05",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1984-10","2.35",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1984-11","5.03",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1984-12","2.12",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1985-01","0.45",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1985-02","1.69",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1985-03","1.50",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1985-04","1.10",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1985-05","1.76",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1985-06","2.04",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1985-07","0.11",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1985-08","1.46",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1985-09","3.76",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1985-10","1.96",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1985-11","2.22",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1985-12","0.54",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1986-01","4.41",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1986-02","4.27",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1986-03","2.28",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1986-04","2.04",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1986-05","2.80",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1986-06","0.53",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1986-07","1.31",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1986-08","1.81",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1986-09","3.44",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1986-10","1.07",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1986-11","4.45",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1986-12","0.72",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1987-01","1.80",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1987-02","1.93",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1987-03","2.52",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1987-04","1.75",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1987-05","2.43",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1987-06","2.15",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1987-07","2.90",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1987-08","0.07",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1987-09","0.00",",T,,0"
"USC00106152","MOSCOW U OF I, ID US","1987-10","0.00",",T,,0"
"USC00106152","MOSCOW U OF I, ID US","1987-11","1.09",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1987-12","3.43",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1988-01","2.18",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1988-02","1.39",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1988-03","3.82",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1988-04","2.80",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1988-05","2.23",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1988-06","2.10",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1988-07","1.62",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1988-08","0.00",",T,,0"
"USC00106152","MOSCOW U OF I, ID US","1988-09","1.28",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1988-10","0.72",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1988-11","4.85",",,,0"
"USC00106152","MOSCOW U OF I, ID US","1988-12","1.28",",,,0"
