"loan_id","issue_month","term","grade","loan_amount","interest_rate"
4832,"Feb-2018",36,"B",10000,9.93
4835,"Mar-2018",36,"E",7200,23.87
4838,"Jan-2018",36,"A",7800,5.32
4840,"Mar-2018",36,"A",2500,7.34
4841,"Feb-2018",36,"C",30000,15.05
4842,"Mar-2018",36,"B",10400,10.9
4843,"Feb-2018",36,"B",7000,9.93
4844,"Jan-2018",36,"A",7000,7.35
4845,"Mar-2018",36,"C",8000,13.58
4846,"Mar-2018",36,"C",7200,14.07
4847,"Jan-2018",36,"A",40000,7.35
4850,"Mar-2018",36,"B",12000,11.98
4851,"Mar-2018",36,"B",4625,9.92
4852,"Jan-2018",36,"B",10000,10.91
4854,"Feb-2018",36,"A",1800,7.35
4855,"Mar-2018",36,"B",5000,9.92
4856,"Feb-2018",36,"C",1500,13.58
4857,"Mar-2018",36,"A",22000,6.71
4858,"Mar-2018",36,"A",1625,7.34
4859,"Jan-2018",36,"A",8000,5.32
4860,"Mar-2018",36,"D",5000,18.45
4863,"Mar-2018",36,"A",15000,6.71
4864,"Feb-2018",36,"A",20000,6.08
4865,"Mar-2018",36,"B",13000,9.92
4867,"Feb-2018",36,"E",8000,25.82
4869,"Feb-2018",36,"B",12700,9.93
4870,"Jan-2018",36,"A",36000,7.97
4873,"Feb-2018",36,"A",25000,7.34
4874,"Jan-2018",36,"C",32000,13.59
4877,"Jan-2018",36,"C",23400,14.08
4878,"Jan-2018",36,"C",6000,12.62
4879,"Jan-2018",36,"C",3000,14.08
4880,"Jan-2018",36,"C",21000,16.02
4881,"Mar-2018",36,"B",28800,10.9
4882,"Jan-2018",36,"A",28000,7.35
4883,"Jan-2018",36,"A",12000,6.72
4885,"Feb-2018",36,"B",9000,10.91
4886,"Feb-2018",36,"D",4000,18.45
4887,"Jan-2018",36,"C",18000,14.08
4888,"Jan-2018",36,"B",10000,11.99
4891,"Jan-2018",36,"A",10000,7.35
4892,"Feb-2018",36,"A",20000,7.97
4893,"Feb-2018",36,"A",12000,5.31
4896,"Jan-2018",36,"C",10000,16.02
4897,"Jan-2018",36,"C",25000,13.59
4898,"Mar-2018",36,"B",10000,11.98
4899,"Mar-2018",36,"B",13000,10.41
4900,"Feb-2018",36,"C",13000,13.58
4902,"Jan-2018",36,"C",8550,15.05
4905,"Jan-2018",36,"B",25000,11.99
4907,"Jan-2018",36,"A",12000,7.35
4908,"Jan-2018",36,"C",3200,15.05
4912,"Feb-2018",36,"B",6000,11.99
4913,"Mar-2018",36,"B",7000,9.43
4914,"Mar-2018",36,"D",18000,17.47
4915,"Mar-2018",36,"A",12000,5.31
4916,"Feb-2018",36,"C",10000,12.62
4917,"Feb-2018",36,"A",2500,7.35
4918,"Mar-2018",36,"C",28000,15.04
4919,"Mar-2018",36,"B",7000,11.98
4920,"Mar-2018",36,"C",4200,14.07
4921,"Jan-2018",36,"A",20000,5.32
4922,"Jan-2018",36,"B",14400,10.91
4923,"Feb-2018",36,"C",4800,12.62
4924,"Jan-2018",36,"A",2500,7.35
4926,"Feb-2018",36,"B",11200,10.91
4930,"Feb-2018",36,"B",5500,10.91
4931,"Feb-2018",36,"A",22000,5.32
4933,"Mar-2018",36,"B",11000,10.9
4934,"Jan-2018",36,"B",6000,9.44
4936,"Mar-2018",36,"B",25000,10.41
4938,"Mar-2018",36,"D",4000,20.39
4939,"Mar-2018",36,"B",14000,10.9
4940,"Feb-2018",36,"A",35000,7.97
4941,"Feb-2018",36,"A",20000,5.32
4942,"Mar-2018",36,"A",20000,5.31
4943,"Jan-2018",36,"C",10000,15.05
4945,"Mar-2018",36,"D",15000,17.47
4946,"Mar-2018",36,"B",9600,9.92
4947,"Jan-2018",36,"C",6000,15.05
4948,"Jan-2018",36,"A",20000,7.35
4949,"Feb-2018",36,"B",27000,9.93
4951,"Jan-2018",36,"C",4800,13.59
4952,"Feb-2018",36,"D",4200,19.03
4953,"Feb-2018",36,"D",7200,20
4954,"Jan-2018",36,"B",1000,9.93
4955,"Jan-2018",36,"A",5600,6.08
4956,"Mar-2018",36,"A",10000,7.96
4960,"Jan-2018",36,"C",5000,13.59
4961,"Jan-2018",36,"A",5000,6.72
4963,"Mar-2018",36,"D",10000,19.42
4964,"Jan-2018",36,"B",35000,11.99
4970,"Jan-2018",36,"D",20000,17.09
4971,"Jan-2018",36,"A",7200,6.08
4973,"Jan-2018",36,"A",17000,6.72
4974,"Jan-2018",36,"D",22325,19.03
4976,"Mar-2018",36,"A",20000,7.96
4978,"Jan-2018",36,"A",14400,6.72
4980,"Mar-2018",36,"B",12000,10.9
4981,"Feb-2018",36,"A",14400,6.72
4982,"Jan-2018",36,"C",20000,12.62
4983,"Mar-2018",36,"A",10000,6.07
4984,"Mar-2018",36,"C",35000,14.07
4985,"Feb-2018",36,"D",8000,18.06
4986,"Jan-2018",36,"B",7200,10.42
4988,"Jan-2018",36,"A",5000,7.97
4990,"Jan-2018",36,"D",14000,19.03
4994,"Mar-2018",36,"C",10000,12.61
4995,"Feb-2018",36,"C",30000,14.08
4996,"Feb-2018",36,"A",6400,6.07
4997,"Mar-2018",36,"C",28000,12.61
4998,"Jan-2018",36,"B",7225,10.91
4999,"Mar-2018",36,"C",21100,13.58
5000,"Mar-2018",36,"B",6175,10.9
5001,"Mar-2018",36,"C",6000,12.61
5002,"Mar-2018",36,"A",35000,7.34
5003,"Mar-2018",36,"A",5000,7.34
5004,"Jan-2018",36,"A",10000,6.72
5006,"Mar-2018",36,"A",6500,6.07
5007,"Jan-2018",36,"A",12000,5.32
5009,"Mar-2018",36,"C",15000,15.04
5010,"Jan-2018",36,"A",36000,6.08
5011,"Jan-2018",36,"B",14000,10.91
5012,"Mar-2018",36,"B",11200,10.41
5013,"Jan-2018",36,"A",24000,5.32
5014,"Mar-2018",36,"A",12000,7.96
5015,"Mar-2018",36,"B",7225,10.9
5016,"Feb-2018",36,"B",6500,10.42
5019,"Mar-2018",36,"D",4000,17.47
5020,"Jan-2018",36,"C",10000,15.05
5021,"Mar-2018",36,"C",40000,14.07
5022,"Mar-2018",36,"B",12000,11.98
5023,"Feb-2018",36,"B",6000,11.98
5026,"Jan-2018",36,"A",7000,6.72
5028,"Feb-2018",36,"B",20000,10.41
5029,"Jan-2018",36,"C",2000,13.59
5030,"Jan-2018",36,"C",8425,15.05
5031,"Jan-2018",36,"B",7000,11.99
5033,"Mar-2018",36,"B",23100,11.98
5034,"Jan-2018",36,"A",10000,7.97
5035,"Feb-2018",36,"B",15000,11.99
5036,"Mar-2018",36,"A",15000,7.34
5037,"Mar-2018",36,"D",4200,19.42
5039,"Feb-2018",36,"A",6000,7.96
5041,"Feb-2018",36,"B",12000,10.42
5042,"Feb-2018",36,"B",8000,11.99
5043,"Mar-2018",36,"D",10000,19.42
5045,"Mar-2018",36,"A",7000,6.07
5046,"Feb-2018",36,"A",20000,6.72
5047,"Feb-2018",36,"A",15000,6.72
5049,"Feb-2018",36,"C",30850,13.59
5050,"Feb-2018",36,"C",15000,15.05
5051,"Mar-2018",36,"A",40000,5.31
5052,"Mar-2018",36,"B",6000,9.43
5053,"Mar-2018",36,"B",2600,9.43
5054,"Feb-2018",36,"B",10000,9.44
5055,"Jan-2018",36,"D",3600,20
5057,"Mar-2018",36,"B",3000,11.98
5059,"Jan-2018",36,"B",4000,9.93
5060,"Mar-2018",36,"C",10000,12.61
5061,"Feb-2018",36,"A",3600,7.97
5062,"Jan-2018",36,"B",20500,9.44
5064,"Mar-2018",36,"B",6000,10.41
5067,"Feb-2018",36,"A",3500,7.97
5069,"Jan-2018",36,"B",30000,9.44
5071,"Feb-2018",36,"A",25000,7.96
5072,"Feb-2018",36,"C",5000,15.04
5073,"Mar-2018",36,"B",4800,9.92
5074,"Jan-2018",36,"C",3000,12.62
5075,"Mar-2018",36,"D",15000,18.45
5076,"Mar-2018",36,"B",20000,9.43
5078,"Jan-2018",36,"A",14500,7.97
5079,"Jan-2018",36,"D",12000,18.06
5080,"Jan-2018",36,"C",20000,14.08
5082,"Feb-2018",36,"D",10000,17.09
5083,"Jan-2018",36,"B",6000,9.93
5084,"Mar-2018",36,"B",12000,11.99
5087,"Jan-2018",36,"A",15000,7.97
5088,"Jan-2018",36,"A",9000,7.35
5089,"Jan-2018",36,"B",1000,10.91
5090,"Jan-2018",36,"C",25000,13.59
5091,"Mar-2018",36,"A",40000,7.34
5092,"Jan-2018",36,"A",12500,6.72
5095,"Jan-2018",36,"B",40000,10.91
5096,"Feb-2018",36,"A",1500,6.72
5098,"Feb-2018",36,"B",5000,10.42
5099,"Feb-2018",36,"D",3000,21.45
5101,"Jan-2018",36,"A",20000,5.32
5102,"Jan-2018",36,"C",35000,14.08
5103,"Feb-2018",36,"C",10000,12.61
5104,"Feb-2018",36,"C",10000,14.08
5105,"Jan-2018",36,"B",20000,10.91
5106,"Feb-2018",36,"C",10000,14.08
5111,"Feb-2018",36,"B",30000,9.93
5112,"Feb-2018",36,"C",10000,13.59
5113,"Feb-2018",36,"B",6000,10.41
5114,"Feb-2018",36,"D",13000,19.03
5116,"Mar-2018",36,"B",15000,10.9
5117,"Mar-2018",36,"B",20000,9.92
5119,"Feb-2018",36,"C",35000,13.59
5120,"Feb-2018",36,"B",6000,9.92
5121,"Feb-2018",36,"B",14000,11.99
5122,"Mar-2018",36,"A",20000,7.34
5123,"Feb-2018",36,"D",16000,21.45
5124,"Jan-2018",36,"B",4800,9.93
5127,"Mar-2018",36,"B",8000,10.9
5128,"Jan-2018",36,"C",18125,13.59
5129,"Mar-2018",36,"A",8000,6.71
5131,"Mar-2018",36,"A",19500,6.71
5132,"Mar-2018",36,"A",10000,5.31
5133,"Mar-2018",36,"A",21000,6.71
5134,"Feb-2018",36,"B",9000,11.98
5135,"Jan-2018",36,"A",35000,7.35
5136,"Feb-2018",36,"A",10000,6.71
5137,"Feb-2018",36,"C",15000,14.08
5139,"Mar-2018",36,"E",35000,23.87
5140,"Mar-2018",36,"A",10000,6.71
5143,"Mar-2018",36,"A",16000,7.96
5144,"Feb-2018",36,"B",3500,10.42
5145,"Feb-2018",36,"D",4800,17.09
5146,"Feb-2018",36,"A",7000,5.32
5147,"Feb-2018",36,"B",14700,10.9
5148,"Jan-2018",36,"A",3600,7.35
5149,"Mar-2018",36,"A",8000,5.31
5150,"Mar-2018",36,"D",5000,19.42
5151,"Mar-2018",36,"D",1500,17.47
5152,"Feb-2018",36,"A",11000,7.96
5153,"Mar-2018",36,"C",8500,15.04
5154,"Jan-2018",36,"C",7500,12.62
5155,"Mar-2018",36,"A",17975,5.31
5156,"Jan-2018",36,"B",8000,10.42
5157,"Jan-2018",36,"A",12000,7.97
5158,"Jan-2018",36,"B",18000,10.91
5159,"Mar-2018",36,"D",4000,20.39
5160,"Jan-2018",36,"A",40000,5.32
5161,"Jan-2018",36,"B",6000,10.91
5162,"Jan-2018",36,"C",10000,12.62
5163,"Feb-2018",36,"D",30000,21.45
5164,"Feb-2018",36,"C",4000,14.08
5165,"Jan-2018",36,"A",5500,6.72
5167,"Mar-2018",36,"A",3800,7.96
5168,"Feb-2018",36,"A",2500,7.97
5169,"Mar-2018",36,"D",11000,18.45
5170,"Jan-2018",36,"B",11875,9.93
5172,"Jan-2018",36,"A",11500,7.35
5173,"Jan-2018",36,"B",5000,10.42
5174,"Feb-2018",36,"A",25000,5.31
5175,"Feb-2018",36,"C",20000,12.62
5176,"Mar-2018",36,"D",9000,18.45
5177,"Mar-2018",36,"C",6000,14.07
5178,"Jan-2018",36,"C",10000,15.05
5180,"Jan-2018",36,"A",6000,7.97
5181,"Feb-2018",36,"B",4200,10.42
5182,"Jan-2018",36,"B",4000,9.93
5183,"Mar-2018",36,"A",10000,5.31
5184,"Mar-2018",36,"A",16000,6.07
5185,"Jan-2018",36,"B",5000,11.99
5186,"Feb-2018",36,"A",18000,7.35
5187,"Feb-2018",36,"A",40000,5.31
5188,"Jan-2018",36,"A",25000,6.08
5189,"Mar-2018",36,"B",12000,9.92
5191,"Mar-2018",36,"A",14400,5.31
5192,"Jan-2018",36,"B",40000,10.91
5195,"Jan-2018",36,"B",4800,9.44
5196,"Mar-2018",36,"C",10000,12.61
5198,"Feb-2018",36,"A",40000,6.08
5199,"Feb-2018",36,"B",6000,9.93
5200,"Feb-2018",36,"A",35000,6.08
5201,"Jan-2018",36,"A",15000,6.08
5202,"Jan-2018",36,"C",14000,13.59
5203,"Jan-2018",36,"D",3000,17.09
5208,"Mar-2018",36,"C",35000,12.61
5209,"Jan-2018",36,"B",9600,9.93
5210,"Mar-2018",36,"C",12000,15.04
5211,"Mar-2018",36,"C",20000,13.58
5212,"Mar-2018",36,"D",10000,17.47
5213,"Feb-2018",36,"C",4000,13.59
5215,"Mar-2018",36,"A",9100,5.32
5216,"Mar-2018",36,"A",12000,7.34
5217,"Mar-2018",36,"A",12500,6.07
5221,"Feb-2018",36,"A",12000,6.72
5222,"Jan-2018",36,"B",15000,10.91
5223,"Mar-2018",36,"A",12000,7.96
5224,"Feb-2018",36,"B",35000,10.91
5225,"Jan-2018",36,"D",13000,18.06
5226,"Jan-2018",36,"C",8000,16.02
5227,"Jan-2018",36,"B",8000,9.44
5228,"Feb-2018",36,"D",26000,19.03
5229,"Mar-2018",36,"A",21000,6.71
5231,"Jan-2018",36,"B",4550,10.91
5234,"Jan-2018",36,"B",4000,10.91
5237,"Feb-2018",36,"C",10000,14.07
5240,"Jan-2018",36,"C",3000,12.62
5241,"Feb-2018",36,"A",15000,6.08
5242,"Feb-2018",36,"A",15000,5.32
5244,"Mar-2018",36,"B",30000,10.9
5247,"Feb-2018",36,"B",6000,10.91
5248,"Mar-2018",36,"A",25000,6.71
5251,"Jan-2018",36,"B",12000,10.91
5252,"Feb-2018",36,"C",7500,14.07
5253,"Feb-2018",36,"A",8900,7.35
5254,"Jan-2018",36,"A",25000,7.97
5255,"Feb-2018",36,"B",28800,10.91
5257,"Mar-2018",36,"A",10000,6.71
5258,"Mar-2018",36,"B",30000,10.41
5259,"Mar-2018",36,"A",39825,7.96
5260,"Feb-2018",36,"B",16000,10.91
5262,"Mar-2018",36,"A",8500,6.07
5264,"Mar-2018",36,"C",11000,16.01
5265,"Jan-2018",36,"B",18000,10.91
5266,"Feb-2018",36,"B",2000,11.99
5268,"Jan-2018",36,"A",5000,6.08
5269,"Mar-2018",36,"D",35000,20.39
5272,"Feb-2018",36,"B",35000,9.92
5276,"Feb-2018",36,"D",10000,21.45
5278,"Mar-2018",36,"B",5500,10.41
5279,"Feb-2018",36,"C",15000,12.61
5281,"Mar-2018",36,"C",10000,13.58
5283,"Jan-2018",36,"D",30000,19.03
5284,"Feb-2018",36,"B",24000,10.91
5285,"Jan-2018",36,"B",10000,9.44
5286,"Feb-2018",36,"D",11200,18.06
5287,"Mar-2018",36,"A",4000,7.34
5290,"Mar-2018",36,"B",7500,9.92
5295,"Feb-2018",36,"B",13500,10.41
5296,"Jan-2018",36,"C",20000,14.08
5297,"Jan-2018",36,"D",1500,21.45
5298,"Jan-2018",36,"C",10000,14.08
5299,"Jan-2018",36,"C",3000,13.59
5300,"Jan-2018",36,"A",15000,6.72
5301,"Jan-2018",36,"B",10000,10.42
5302,"Feb-2018",36,"A",19000,6.72
5303,"Feb-2018",36,"A",18000,5.32
5304,"Feb-2018",36,"C",30000,12.62
5307,"Jan-2018",36,"C",2000,16.02
5308,"Mar-2018",36,"D",25000,21.85
5309,"Feb-2018",36,"B",10000,11.99
5313,"Jan-2018",36,"D",1600,21.45
5315,"Jan-2018",36,"D",21275,19.03
5316,"Feb-2018",36,"B",15000,10.91
5318,"Jan-2018",36,"A",8400,6.72
5320,"Jan-2018",36,"A",5200,6.08
5321,"Feb-2018",36,"A",7000,6.72
5323,"Jan-2018",36,"C",40000,14.08
5325,"Mar-2018",36,"C",5000,14.07
5326,"Feb-2018",36,"C",14000,13.59
5328,"Mar-2018",36,"C",4000,14.07
5329,"Feb-2018",36,"A",16000,7.35
5330,"Feb-2018",36,"C",8000,14.08
5331,"Mar-2018",36,"B",10000,10.9
5336,"Feb-2018",36,"C",14400,13.59
5338,"Feb-2018",36,"A",15000,6.08
5339,"Feb-2018",36,"E",21000,26.3
5341,"Mar-2018",36,"A",27000,7.96
5342,"Feb-2018",36,"C",4000,14.08
5344,"Jan-2018",36,"C",10000,14.08
5348,"Mar-2018",36,"C",3000,16.01
5349,"Mar-2018",36,"C",12000,13.59
5350,"Mar-2018",36,"C",4200,13.58
5351,"Jan-2018",36,"A",25000,5.32
5352,"Mar-2018",36,"B",8800,10.9
5353,"Jan-2018",36,"B",5000,10.42
5354,"Jan-2018",36,"B",6000,9.93
5355,"Feb-2018",36,"A",11500,6.72
5357,"Jan-2018",36,"C",16000,12.62
5358,"Mar-2018",36,"B",18000,9.43
5360,"Feb-2018",36,"A",7000,6.07
5361,"Jan-2018",36,"B",18000,9.93
5362,"Jan-2018",36,"C",6000,16.02
5363,"Mar-2018",36,"C",35000,13.58
5364,"Feb-2018",36,"A",5000,7.35
5365,"Jan-2018",36,"A",40000,7.35
5367,"Feb-2018",36,"B",2200,11.99
5368,"Feb-2018",36,"A",40000,5.32
5369,"Mar-2018",36,"A",40000,6.07
5370,"Feb-2018",36,"B",3000,11.98
5371,"Mar-2018",36,"B",40000,11.98
5372,"Jan-2018",36,"B",20000,11.99
5373,"Jan-2018",36,"B",12000,11.99
5374,"Jan-2018",36,"A",10000,7.97
5375,"Jan-2018",36,"A",20400,6.08
5377,"Mar-2018",36,"C",35000,16.01
5378,"Feb-2018",36,"D",28000,17.09
5379,"Feb-2018",36,"C",35000,13.59
5380,"Feb-2018",36,"B",5000,10.91
5381,"Jan-2018",36,"D",1000,17.09
5382,"Feb-2018",36,"B",35000,9.43
5385,"Mar-2018",36,"C",7000,16.01
5386,"Feb-2018",36,"A",15000,5.32
5387,"Jan-2018",36,"A",10000,5.32
5388,"Jan-2018",36,"C",2000,12.62
5390,"Jan-2018",36,"B",11000,9.44
5394,"Feb-2018",36,"A",25000,6.08
5396,"Jan-2018",36,"C",20000,14.08
5397,"Jan-2018",36,"B",9600,11.99
5398,"Mar-2018",36,"A",10625,5.31
5402,"Feb-2018",36,"A",21000,7.35
5406,"Jan-2018",36,"B",6000,11.99
5407,"Feb-2018",36,"A",20000,7.34
5410,"Jan-2018",36,"A",2500,7.35
5412,"Feb-2018",36,"B",30000,11.99
5413,"Jan-2018",36,"B",12500,9.44
5414,"Mar-2018",36,"A",15000,5.31
5418,"Feb-2018",36,"A",13150,6.72
5419,"Mar-2018",36,"A",4000,5.31
5421,"Feb-2018",36,"A",9000,6.08
5423,"Mar-2018",36,"B",4200,10.9
5426,"Mar-2018",36,"B",23000,10.9
5428,"Jan-2018",36,"A",24000,7.35
5429,"Jan-2018",36,"E",30150,26.3
5430,"Feb-2018",36,"A",40000,5.31
5433,"Mar-2018",36,"B",8000,10.9
5434,"Jan-2018",36,"A",10000,7.97
5435,"Jan-2018",36,"B",15000,9.93
5436,"Feb-2018",36,"A",6300,7.35
5437,"Jan-2018",36,"C",35000,14.08
5439,"Jan-2018",36,"D",5300,19.03
5440,"Mar-2018",36,"A",10000,7.35
5441,"Feb-2018",36,"B",20000,10.42
5442,"Jan-2018",36,"C",14000,16.02
5444,"Mar-2018",36,"C",8000,13.58
5445,"Jan-2018",36,"C",6700,14.08
5446,"Mar-2018",36,"A",8000,7.34
5447,"Feb-2018",36,"C",25000,16.02
5448,"Jan-2018",36,"B",15000,9.44
5450,"Feb-2018",36,"A",6600,7.35
5451,"Mar-2018",36,"A",16600,6.07
5452,"Jan-2018",36,"B",9000,9.93
5454,"Mar-2018",36,"A",9000,5.31
5455,"Jan-2018",36,"D",16000,17.09
5459,"Mar-2018",36,"A",9000,7.34
5461,"Feb-2018",36,"A",16000,6.72
5462,"Jan-2018",36,"B",14000,10.91
5464,"Feb-2018",36,"A",25000,6.72
5465,"Jan-2018",36,"B",3000,9.93
5469,"Feb-2018",36,"B",10000,11.99
5470,"Jan-2018",36,"A",18000,6.08
5472,"Jan-2018",36,"E",1200,24.85
5473,"Feb-2018",36,"C",20000,14.08
5475,"Mar-2018",36,"B",40000,9.43
5476,"Jan-2018",36,"A",15600,6.72
5477,"Feb-2018",36,"A",8000,6.71
5478,"Feb-2018",36,"B",20000,9.44
5479,"Jan-2018",36,"B",3000,9.44
5481,"Feb-2018",36,"F",2200,30.65
5482,"Feb-2018",36,"B",5000,9.93
5483,"Mar-2018",36,"B",10000,9.43
5484,"Jan-2018",36,"B",13000,9.44
5485,"Jan-2018",36,"B",16000,11.99
5487,"Mar-2018",36,"C",30000,13.58
5488,"Mar-2018",36,"A",6600,7.35
5489,"Jan-2018",36,"A",10500,7.97
5490,"Feb-2018",36,"E",20000,25.82
5491,"Mar-2018",36,"B",3800,9.43
5492,"Mar-2018",36,"C",20000,14.07
5493,"Jan-2018",36,"D",18000,20
5494,"Mar-2018",36,"B",40000,9.43
5495,"Jan-2018",36,"C",1200,14.08
5496,"Jan-2018",36,"C",30000,15.05
5501,"Feb-2018",36,"B",30000,10.42
5502,"Jan-2018",36,"C",2800,16.02
5506,"Mar-2018",36,"D",10000,18.45
5507,"Jan-2018",36,"A",3600,6.08
5508,"Mar-2018",36,"B",1675,9.43
5509,"Feb-2018",36,"B",16000,10.42
5510,"Jan-2018",36,"C",8500,16.02
5511,"Mar-2018",36,"B",20000,11.98
5512,"Mar-2018",36,"D",8000,19.42
5513,"Jan-2018",36,"B",30000,10.91
5515,"Mar-2018",36,"E",2500,25.81
5516,"Mar-2018",36,"A",40000,7.96
5518,"Jan-2018",36,"C",26250,12.62
5519,"Feb-2018",36,"B",20000,10.91
5521,"Jan-2018",36,"A",18000,7.97
5522,"Feb-2018",36,"A",3000,7.34
5524,"Jan-2018",36,"A",5000,6.72
5526,"Feb-2018",36,"A",9600,6.08
5528,"Mar-2018",36,"C",5000,12.61
5530,"Feb-2018",36,"B",2000,10.42
5532,"Jan-2018",36,"B",11200,9.44
5533,"Mar-2018",36,"B",7200,10.41
5534,"Jan-2018",36,"C",7500,12.62
5535,"Feb-2018",36,"D",10000,19.03
5537,"Feb-2018",36,"B",5000,10.9
5539,"Jan-2018",36,"B",13200,9.44
5540,"Jan-2018",36,"B",1600,10.42
5543,"Mar-2018",36,"C",3200,12.61
5544,"Jan-2018",36,"A",15000,6.08
5545,"Feb-2018",36,"A",18000,6.08
5547,"Mar-2018",36,"C",10000,15.04
5548,"Mar-2018",36,"A",10000,5.31
5549,"Feb-2018",36,"D",8400,20
5551,"Mar-2018",36,"B",9000,9.43
5552,"Jan-2018",36,"B",15000,9.93
5555,"Jan-2018",36,"A",11000,7.35
5558,"Feb-2018",36,"B",2000,10.91
5559,"Mar-2018",36,"B",8000,10.9
5561,"Jan-2018",36,"D",3000,20
5564,"Jan-2018",36,"A",18000,6.72
5566,"Jan-2018",36,"B",5000,9.93
5568,"Feb-2018",36,"A",40000,6.72
5570,"Jan-2018",36,"B",3000,10.91
5572,"Jan-2018",36,"B",20000,9.93
5573,"Jan-2018",36,"D",1500,18.06
5574,"Feb-2018",36,"B",30000,9.93
5575,"Jan-2018",36,"D",5000,17.09
5576,"Jan-2018",36,"A",9550,7.35
5577,"Jan-2018",36,"C",10000,12.62
5578,"Jan-2018",36,"B",15000,9.93
5579,"Mar-2018",36,"D",14400,21.85
5580,"Jan-2018",36,"B",15000,9.44
5583,"Mar-2018",36,"C",8000,13.59
5585,"Jan-2018",36,"B",24000,9.93
5586,"Mar-2018",36,"A",8500,7.96
5587,"Feb-2018",36,"D",28000,21.45
5589,"Feb-2018",36,"D",9000,17.09
5592,"Mar-2018",36,"C",28000,13.58
5593,"Jan-2018",36,"D",8000,19.03
5594,"Jan-2018",36,"A",28000,7.97
5595,"Jan-2018",36,"A",13000,7.35
5596,"Mar-2018",36,"E",5575,22.91
5597,"Jan-2018",36,"B",8000,9.93
5598,"Mar-2018",36,"A",27000,6.71
5599,"Mar-2018",36,"A",15000,6.07
5601,"Mar-2018",36,"C",6000,12.61
5603,"Feb-2018",36,"A",12000,6.07
5604,"Jan-2018",36,"A",6500,6.08
5606,"Mar-2018",36,"A",2500,7.96
5608,"Jan-2018",36,"A",10000,6.08
5610,"Jan-2018",36,"B",11000,11.99
5611,"Mar-2018",36,"B",8000,10.9
5612,"Mar-2018",36,"C",7800,13.58
5613,"Feb-2018",36,"B",9000,10.91
5614,"Jan-2018",36,"B",30000,9.93
5615,"Feb-2018",36,"D",8000,19.03
5616,"Mar-2018",36,"B",10000,10.41
5617,"Mar-2018",36,"B",12000,9.43
5618,"Jan-2018",36,"D",7000,18.06
5619,"Jan-2018",36,"C",20000,12.62
5621,"Jan-2018",36,"C",9000,14.08
5622,"Mar-2018",36,"A",6000,6.71
5624,"Mar-2018",36,"B",11000,11.99
5626,"Mar-2018",36,"C",3500,16.01
5627,"Mar-2018",36,"A",12000,6.71
5628,"Mar-2018",36,"C",25000,12.61
5631,"Mar-2018",36,"D",3000,17.47
5632,"Jan-2018",36,"D",30000,21.45
5633,"Mar-2018",36,"B",7200,11.98
5634,"Jan-2018",36,"C",12000,15.05
5635,"Mar-2018",36,"B",1000,11.98
5636,"Jan-2018",36,"A",7200,6.72
5639,"Jan-2018",36,"C",5000,16.02
5640,"Feb-2018",36,"A",40000,5.32
5642,"Jan-2018",36,"B",35000,10.42
5643,"Mar-2018",36,"C",5000,16.02
5644,"Feb-2018",36,"A",1800,6.07
5645,"Jan-2018",36,"D",5000,19.03
5646,"Mar-2018",36,"A",35000,6.71
5647,"Feb-2018",36,"A",8000,6.72
5648,"Mar-2018",36,"D",6025,18.45
5650,"Jan-2018",36,"B",5000,9.44
5651,"Feb-2018",36,"E",4000,22.91
5652,"Jan-2018",36,"A",6500,6.08
5653,"Feb-2018",36,"B",5000,9.92
5654,"Jan-2018",36,"C",30000,12.62
5656,"Jan-2018",36,"D",9000,21.45
5657,"Feb-2018",36,"A",1500,6.08
5658,"Mar-2018",36,"D",20000,17.47
5660,"Jan-2018",36,"C",15000,15.05
5661,"Jan-2018",36,"C",6000,16.02
5662,"Feb-2018",36,"B",3600,10.91
5663,"Jan-2018",36,"A",12000,7.97
5664,"Mar-2018",36,"C",4000,14.07
5667,"Jan-2018",36,"B",32000,9.93
5668,"Jan-2018",36,"A",10000,6.08
5669,"Feb-2018",36,"A",24000,7.35
5670,"Mar-2018",36,"C",1925,15.04
5671,"Jan-2018",36,"B",9000,9.44
5674,"Feb-2018",36,"C",10000,12.61
5675,"Mar-2018",36,"A",7300,6.71
5676,"Mar-2018",36,"D",24000,20.39
5677,"Mar-2018",36,"B",19000,9.43
5678,"Jan-2018",36,"E",9600,22.91
5683,"Mar-2018",36,"C",12000,15.04
5684,"Jan-2018",36,"A",15000,6.08
5687,"Mar-2018",36,"A",16000,7.34
5688,"Feb-2018",36,"A",40000,6.72
5689,"Jan-2018",36,"C",2000,15.05
5690,"Jan-2018",36,"A",40000,5.32
5692,"Feb-2018",36,"D",7500,19.03
5693,"Feb-2018",36,"A",7000,7.97
5695,"Jan-2018",36,"C",6000,14.08
5696,"Feb-2018",36,"C",4800,15.04
5697,"Feb-2018",36,"D",5000,21.45
5698,"Jan-2018",36,"B",5600,9.44
5699,"Jan-2018",36,"B",21000,9.93
5702,"Feb-2018",36,"C",24000,15.05
5703,"Jan-2018",36,"B",5000,9.44
5704,"Mar-2018",36,"A",20000,5.31
5705,"Jan-2018",36,"B",18000,10.42
5706,"Jan-2018",36,"A",3500,6.72
5710,"Mar-2018",36,"C",35000,15.04
5712,"Feb-2018",36,"B",24000,9.92
5714,"Mar-2018",36,"D",30000,17.47
5715,"Mar-2018",36,"A",20800,6.07
5716,"Feb-2018",36,"B",20000,11.99
5717,"Mar-2018",36,"C",4000,14.07
